index, result, benchmark, correct
16622, 3, 3, correct
16623, 9, 9, correct
16624, 1, 8, miss
16625, 6, 6, correct
16626, 3, 3, correct
16627, 0, 9, miss
16628, 0, 0, correct
16629, 9, 9, correct
16630, 6, 6, correct
16631, 4, 4, correct
16632, 2, 2, correct
16633, 5, 5, correct
16634, 4, 4, correct
16635, 3, 3, correct
16636, 5, 5, correct
16637, 2, 2, correct
16638, 0, 0, correct
16639, 5, 5, correct
16640, 7, 7, correct
16641, 3, 3, correct
16642, 9, 9, correct
16643, 5, 5, correct
16644, 5, 5, correct
16645, 0, 0, correct
16646, 0, 0, correct
16647, 4, 4, correct
16648, 5, 3, miss
16649, 1, 1, correct
16650, 9, 9, correct
16651, 1, 1, correct
16652, 1, 1, correct
16653, 1, 1, correct
16654, 4, 4, correct
16655, 8, 8, correct
16656, 6, 6, correct
16657, 4, 4, correct
16658, 1, 4, miss
16659, 3, 3, correct
16660, 0, 0, correct
16661, 8, 8, correct
16662, 9, 4, miss
16663, 1, 1, correct
16664, 4, 4, correct
16665, 2, 2, correct
16666, 4, 4, correct
16667, 0, 0, correct
16668, 1, 1, correct
16669, 0, 0, correct
16670, 3, 3, correct
16671, 9, 9, correct
16672, 0, 0, correct
16673, 8, 8, correct
16674, 8, 8, correct
16675, 7, 7, correct
16676, 0, 0, correct
16677, 8, 8, correct
16678, 8, 8, correct
16679, 5, 8, miss
16680, 6, 6, correct
16681, 8, 8, correct
16682, 5, 5, correct
16683, 6, 6, correct
16684, 6, 6, correct
16685, 5, 5, correct
16686, 9, 9, correct
16687, 9, 4, miss
16688, 6, 6, correct
16689, 4, 4, correct
16690, 2, 2, correct
16691, 1, 1, correct
16692, 5, 5, correct
16693, 5, 5, correct
16694, 2, 2, correct
16695, 7, 7, correct
16696, 0, 0, correct
16697, 1, 1, correct
16698, 0, 0, correct
16699, 0, 0, correct
16700, 9, 9, correct
16701, 3, 3, correct
16702, 2, 2, correct
16703, 1, 1, correct
16704, 6, 6, correct
16705, 5, 5, correct
16706, 7, 7, correct
16707, 7, 7, correct
16708, 5, 5, correct
16709, 5, 5, correct
16710, 2, 2, correct
16711, 8, 2, miss
16712, 3, 3, correct
16713, 3, 3, correct
16714, 2, 2, correct
16715, 5, 5, correct
16716, 8, 8, correct
16717, 3, 3, correct
16718, 5, 5, correct
16719, 9, 9, correct
16720, 9, 9, correct
16721, 6, 6, correct
16722, 4, 4, correct
16723, 6, 6, correct
16724, 8, 2, miss
16725, 0, 0, correct
16726, 4, 4, correct
16727, 3, 3, correct
16728, 6, 6, correct
16729, 7, 7, correct
16730, 5, 5, correct
16731, 3, 3, correct
16732, 2, 2, correct
16733, 7, 7, correct
16734, 7, 7, correct
16735, 5, 5, correct
16736, 6, 6, correct
16737, 2, 2, correct
16738, 3, 3, correct
16739, 3, 3, correct
16740, 6, 6, correct
16741, 4, 4, correct
16742, 6, 6, correct
16743, 1, 1, correct
16744, 3, 3, correct
16745, 1, 1, correct
16746, 7, 7, correct
16747, 8, 2, miss
16748, 2, 2, correct
16749, 6, 6, correct
16750, 6, 6, correct
16751, 4, 4, correct
16752, 4, 4, correct
16753, 8, 8, correct
16754, 6, 6, correct
16755, 7, 7, correct
16756, 5, 5, correct
16757, 8, 8, correct
16758, 5, 5, correct
16759, 2, 2, correct
16760, 8, 8, correct
16761, 9, 9, correct
16762, 8, 8, correct
16763, 0, 0, correct
16764, 9, 9, correct
16765, 6, 6, correct
16766, 9, 9, correct
16767, 3, 3, correct
16768, 2, 2, correct
16769, 4, 4, correct
16770, 0, 0, correct
16771, 6, 6, correct
16772, 6, 6, correct
16773, 2, 2, correct
16774, 4, 4, correct
16775, 7, 7, correct
16776, 8, 8, correct
16777, 1, 1, correct
16778, 3, 3, correct
16779, 8, 8, correct
16780, 1, 1, correct
16781, 2, 2, correct
16782, 7, 7, correct
16783, 1, 1, correct
16784, 8, 8, correct
16785, 7, 7, correct
16786, 9, 9, correct
16787, 9, 9, correct
16788, 4, 4, correct
16789, 3, 3, correct
16790, 4, 4, correct
16791, 3, 3, correct
16792, 7, 7, correct
16793, 1, 1, correct
16794, 2, 2, correct
16795, 6, 6, correct
16796, 8, 8, correct
16797, 5, 5, correct
16798, 1, 1, correct
16799, 2, 2, correct
16800, 1, 1, correct
16801, 1, 1, correct
16802, 0, 0, correct
16803, 1, 4, miss
16804, 6, 6, correct
16805, 5, 5, correct
16806, 2, 2, correct
16807, 6, 6, correct
16808, 2, 2, correct
16809, 2, 2, correct
16810, 3, 3, correct
16811, 6, 6, correct
16812, 9, 9, correct
16813, 7, 7, correct
16814, 9, 4, miss
16815, 9, 9, correct
16816, 0, 0, correct
16817, 1, 1, correct
16818, 1, 1, correct
16819, 1, 1, correct
16820, 1, 1, correct
16821, 3, 3, correct
16822, 5, 5, correct
16823, 1, 1, correct
16824, 1, 1, correct
16825, 2, 2, correct
16826, 3, 3, correct
16827, 1, 1, correct
16828, 2, 2, correct
16829, 6, 6, correct
16830, 1, 1, correct
16831, 4, 4, correct
16832, 0, 0, correct
16833, 8, 8, correct
16834, 0, 0, correct
16835, 2, 2, correct
16836, 1, 1, correct
16837, 4, 4, correct
16838, 4, 4, correct
16839, 5, 5, correct
16840, 7, 7, correct
16841, 0, 2, miss
16842, 8, 8, correct
16843, 7, 7, correct
16844, 8, 8, correct
16845, 1, 1, correct
16846, 3, 3, correct
16847, 7, 7, correct
16848, 2, 2, correct
16849, 2, 2, correct
16850, 2, 2, correct
16851, 4, 4, correct
16852, 2, 2, correct
16853, 9, 9, correct
16854, 2, 2, correct
16855, 9, 9, correct
16856, 1, 2, miss
16857, 8, 8, correct
16858, 3, 3, correct
16859, 2, 2, correct
16860, 5, 5, correct
16861, 7, 9, miss
16862, 4, 4, correct
16863, 3, 3, correct
16864, 7, 7, correct
16865, 1, 1, correct
16866, 0, 0, correct
16867, 4, 9, miss
16868, 4, 4, correct
16869, 0, 2, miss
16870, 9, 9, correct
16871, 2, 2, correct
16872, 0, 0, correct
16873, 0, 0, correct
16874, 5, 5, correct
16875, 0, 0, correct
16876, 3, 3, correct
16877, 6, 6, correct
16878, 0, 0, correct
16879, 3, 2, miss
16880, 7, 7, correct
16881, 5, 5, correct
16882, 0, 0, correct
16883, 7, 7, correct
16884, 4, 4, correct
16885, 9, 9, correct
16886, 9, 9, correct
16887, 3, 3, correct
16888, 6, 6, correct
16889, 2, 2, correct
16890, 4, 9, miss
16891, 1, 1, correct
16892, 3, 3, correct
16893, 2, 2, correct
16894, 3, 3, correct
16895, 0, 0, correct
16896, 0, 0, correct
16897, 6, 6, correct
16898, 5, 5, correct
16899, 8, 8, correct
16900, 7, 7, correct
16901, 0, 0, correct
16902, 6, 6, correct
16903, 2, 2, correct
16904, 0, 0, correct
16905, 9, 4, miss
16906, 9, 9, correct
16907, 1, 1, correct
16908, 5, 5, correct
16909, 3, 3, correct
16910, 6, 5, miss
16911, 8, 8, correct
16912, 9, 9, correct
16913, 0, 2, miss
16914, 7, 7, correct
16915, 1, 1, correct
16916, 5, 5, correct
16917, 0, 0, correct
16918, 1, 1, correct
16919, 0, 0, correct
16920, 0, 0, correct
16921, 6, 6, correct
16922, 4, 4, correct
16923, 7, 7, correct
16924, 7, 4, miss
16925, 4, 4, correct
16926, 9, 9, correct
16927, 3, 3, correct
16928, 8, 8, correct
16929, 8, 8, correct
16930, 9, 9, correct
16931, 6, 6, correct
16932, 7, 7, correct
16933, 0, 0, correct
16934, 8, 2, miss
16935, 1, 1, correct
16936, 3, 3, correct
16937, 8, 8, correct
16938, 7, 7, correct
16939, 7, 7, correct
16940, 4, 4, correct
16941, 2, 2, correct
16942, 1, 1, correct
16943, 5, 5, correct
16944, 7, 7, correct
16945, 1, 1, correct
16946, 7, 7, correct
16947, 8, 8, correct
16948, 2, 2, correct
16949, 8, 8, correct
16950, 0, 0, correct
16951, 8, 8, correct
16952, 3, 3, correct
16953, 1, 1, correct
16954, 0, 0, correct
16955, 1, 1, correct
16956, 0, 0, correct
16957, 3, 5, miss
16958, 6, 6, correct
16959, 6, 6, correct
16960, 6, 6, correct
16961, 6, 6, correct
16962, 1, 1, correct
16963, 0, 0, correct
16964, 8, 8, correct
16965, 3, 3, correct
16966, 7, 7, correct
16967, 0, 0, correct
16968, 5, 5, correct
16969, 9, 9, correct
16970, 6, 6, correct
16971, 6, 0, miss
16972, 2, 2, correct
16973, 2, 2, correct
16974, 5, 5, correct
16975, 6, 6, correct
16976, 1, 1, correct
16977, 7, 7, correct
16978, 5, 5, correct
16979, 1, 1, correct
16980, 7, 7, correct
16981, 8, 8, correct
16982, 1, 1, correct
16983, 0, 0, correct
16984, 4, 4, correct
16985, 6, 2, miss
16986, 3, 3, correct
16987, 0, 0, correct
16988, 2, 2, correct
16989, 1, 1, correct
16990, 8, 8, correct
16991, 8, 8, correct
16992, 3, 3, correct
16993, 5, 5, correct
16994, 7, 7, correct
16995, 2, 2, correct
16996, 8, 8, correct
16997, 2, 2, correct
16998, 9, 1, miss
16999, 0, 0, correct
17000, 2, 3, miss
17001, 4, 4, correct
17002, 5, 5, correct
17003, 6, 6, correct
17004, 7, 7, correct
17005, 3, 3, correct
17006, 8, 8, correct
17007, 5, 5, correct
17008, 0, 0, correct
17009, 3, 3, correct
17010, 3, 3, correct
17011, 8, 8, correct
17012, 1, 1, correct
17013, 9, 9, correct
17014, 4, 4, correct
17015, 8, 8, correct
17016, 8, 8, correct
17017, 3, 3, correct
17018, 9, 9, correct
17019, 6, 6, correct
17020, 1, 1, correct
17021, 1, 1, correct
17022, 6, 6, correct
17023, 6, 6, correct
17024, 4, 4, correct
17025, 4, 4, correct
17026, 5, 5, correct
17027, 3, 0, miss
17028, 2, 2, correct
17029, 4, 4, correct
17030, 2, 2, correct
17031, 5, 5, correct
17032, 9, 9, correct
17033, 6, 6, correct
17034, 8, 8, correct
17035, 8, 8, correct
17036, 5, 5, correct
17037, 9, 9, correct
17038, 5, 5, correct
17039, 3, 3, correct
17040, 0, 0, correct
17041, 9, 9, correct
17042, 2, 2, correct
17043, 6, 6, correct
17044, 3, 3, correct
17045, 9, 9, correct
17046, 3, 3, correct
17047, 9, 9, correct
17048, 6, 6, correct
17049, 8, 8, correct
17050, 9, 9, correct
17051, 6, 5, miss
17052, 3, 5, miss
17053, 7, 7, correct
17054, 2, 2, correct
17055, 7, 7, correct
17056, 1, 1, correct
17057, 7, 7, correct
17058, 4, 4, correct
17059, 0, 6, miss
17060, 7, 7, correct
17061, 4, 4, correct
17062, 6, 6, correct
17063, 1, 1, correct
17064, 8, 8, correct
17065, 7, 7, correct
17066, 9, 9, correct
17067, 5, 5, correct
17068, 6, 6, correct
17069, 1, 1, correct
17070, 2, 2, correct
17071, 9, 9, correct
17072, 3, 3, correct
17073, 1, 1, correct
17074, 1, 8, miss
17075, 5, 5, correct
17076, 1, 1, correct
17077, 4, 4, correct
17078, 1, 1, correct
17079, 1, 1, correct
17080, 8, 8, correct
17081, 5, 3, miss
17082, 8, 8, correct
17083, 2, 2, correct
17084, 1, 2, miss
17085, 3, 3, correct
17086, 2, 2, correct
17087, 7, 7, correct
17088, 5, 5, correct
17089, 3, 3, correct
17090, 6, 6, correct
17091, 8, 8, correct
17092, 8, 8, correct
17093, 9, 9, correct
17094, 6, 6, correct
17095, 6, 6, correct
17096, 1, 1, correct
17097, 9, 9, correct
17098, 9, 9, correct
17099, 0, 0, correct
17100, 0, 0, correct
17101, 2, 9, miss
17102, 3, 3, correct
17103, 4, 4, correct
17104, 7, 7, correct
17105, 5, 5, correct
17106, 5, 5, correct
17107, 6, 6, correct
17108, 9, 9, correct
17109, 9, 9, correct
17110, 2, 2, correct
17111, 3, 3, correct
17112, 7, 9, miss
17113, 7, 7, correct
17114, 3, 3, correct
17115, 1, 5, miss
17116, 6, 6, correct
17117, 0, 0, correct
17118, 0, 0, correct
17119, 0, 0, correct
17120, 7, 7, correct
17121, 8, 8, correct
17122, 1, 6, miss
17123, 3, 3, correct
17124, 6, 6, correct
17125, 6, 6, correct
17126, 6, 6, correct
17127, 0, 0, correct
17128, 7, 7, correct
17129, 7, 7, correct
17130, 3, 3, correct
17131, 8, 8, correct
17132, 1, 1, correct
17133, 9, 9, correct
17134, 6, 6, correct
17135, 7, 7, correct
17136, 9, 9, correct
17137, 6, 5, miss
17138, 7, 7, correct
17139, 0, 0, correct
17140, 1, 1, correct
17141, 6, 6, correct
17142, 4, 4, correct
17143, 2, 2, correct
17144, 4, 4, correct
17145, 8, 8, correct
17146, 5, 5, correct
17147, 3, 3, correct
17148, 5, 8, miss
17149, 5, 5, correct
17150, 8, 8, correct
17151, 2, 2, correct
17152, 8, 8, correct
17153, 3, 3, correct
17154, 2, 2, correct
17155, 4, 4, correct
17156, 7, 7, correct
17157, 4, 4, correct
17158, 2, 2, correct
17159, 6, 6, correct
17160, 3, 3, correct
17161, 7, 9, miss
17162, 5, 5, correct
17163, 2, 2, correct
17164, 0, 0, correct
17165, 3, 2, miss
17166, 9, 4, miss
17167, 5, 5, correct
17168, 2, 2, correct
17169, 8, 8, correct
17170, 7, 9, miss
17171, 1, 1, correct
17172, 4, 4, correct
17173, 8, 8, correct
17174, 8, 8, correct
17175, 5, 8, miss
17176, 1, 1, correct
17177, 5, 5, correct
17178, 1, 2, miss
17179, 6, 6, correct
17180, 7, 7, correct
17181, 7, 7, correct
17182, 4, 4, correct
17183, 6, 6, correct
17184, 5, 5, correct
17185, 4, 4, correct
17186, 6, 6, correct
17187, 0, 0, correct
17188, 0, 0, correct
17189, 7, 7, correct
17190, 9, 0, miss
17191, 9, 5, miss
17192, 8, 8, correct
17193, 3, 3, correct
17194, 6, 6, correct
17195, 3, 3, correct
17196, 8, 8, correct
17197, 8, 8, correct
17198, 3, 3, correct
17199, 6, 6, correct
17200, 1, 1, correct
17201, 7, 7, correct
17202, 9, 9, correct
17203, 9, 9, correct
17204, 1, 1, correct
17205, 8, 8, correct
17206, 8, 8, correct
17207, 1, 1, correct
17208, 4, 4, correct
17209, 1, 1, correct
17210, 9, 9, correct
17211, 5, 5, correct
17212, 9, 9, correct
17213, 1, 1, correct
17214, 9, 9, correct
17215, 8, 8, correct
17216, 1, 2, miss
17217, 6, 6, correct
17218, 4, 4, correct
17219, 8, 8, correct
17220, 5, 3, miss
17221, 1, 1, correct
17222, 7, 7, correct
17223, 9, 9, correct
17224, 8, 8, correct
17225, 1, 1, correct
17226, 6, 6, correct
17227, 8, 8, correct
17228, 0, 5, miss
17229, 6, 6, correct
17230, 1, 1, correct
17231, 1, 1, correct
17232, 2, 2, correct
17233, 1, 1, correct
17234, 0, 6, miss
17235, 7, 7, correct
17236, 0, 0, correct
17237, 7, 7, correct
17238, 9, 9, correct
17239, 4, 4, correct
17240, 4, 4, correct
17241, 2, 2, correct
17242, 6, 6, correct
17243, 3, 3, correct
17244, 1, 1, correct
17245, 9, 9, correct
17246, 3, 3, correct
17247, 6, 6, correct
17248, 5, 5, correct
17249, 5, 5, correct
17250, 5, 5, correct
17251, 7, 7, correct
17252, 6, 6, correct
17253, 5, 5, correct
17254, 0, 0, correct
17255, 7, 7, correct
17256, 8, 8, correct
17257, 3, 3, correct
17258, 5, 5, correct
17259, 4, 4, correct
17260, 3, 3, correct
17261, 4, 4, correct
17262, 3, 3, correct
17263, 7, 7, correct
17264, 5, 5, correct
17265, 6, 6, correct
17266, 2, 2, correct
17267, 6, 6, correct
17268, 0, 0, correct
17269, 2, 2, correct
17270, 4, 9, miss
17271, 1, 1, correct
17272, 1, 1, correct
17273, 1, 1, correct
17274, 2, 2, correct
17275, 2, 4, miss
17276, 3, 3, correct
17277, 9, 9, correct
17278, 8, 8, correct
17279, 8, 8, correct
17280, 9, 9, correct
17281, 6, 6, correct
17282, 9, 9, correct
17283, 5, 5, correct
17284, 5, 5, correct
17285, 5, 5, correct
17286, 2, 2, correct
17287, 0, 0, correct
17288, 1, 7, miss
17289, 7, 7, correct
17290, 4, 4, correct
17291, 7, 7, correct
17292, 9, 4, miss
17293, 3, 3, correct
17294, 3, 2, miss
17295, 3, 3, correct
17296, 5, 5, correct
17297, 1, 1, correct
17298, 9, 9, correct
17299, 5, 5, correct
17300, 6, 6, correct
17301, 9, 9, correct
17302, 6, 6, correct
17303, 3, 5, miss
17304, 1, 1, correct
17305, 4, 4, correct
17306, 8, 8, correct
17307, 2, 2, correct
17308, 8, 8, correct
17309, 4, 4, correct
17310, 6, 6, correct
17311, 6, 6, correct
17312, 8, 8, correct
17313, 3, 3, correct
17314, 3, 3, correct
17315, 4, 4, correct
17316, 2, 2, correct
17317, 2, 2, correct
17318, 8, 8, correct
17319, 0, 0, correct
17320, 1, 1, correct
17321, 8, 8, correct
17322, 0, 0, correct
17323, 7, 7, correct
17324, 1, 1, correct
17325, 9, 9, correct
17326, 3, 3, correct
17327, 7, 7, correct
17328, 1, 1, correct
17329, 0, 0, correct
17330, 4, 4, correct
17331, 3, 3, correct
17332, 6, 6, correct
17333, 7, 7, correct
17334, 8, 8, correct
17335, 3, 3, correct
17336, 2, 2, correct
17337, 7, 7, correct
17338, 7, 4, miss
17339, 6, 6, correct
17340, 5, 5, correct
17341, 4, 4, correct
17342, 7, 7, correct
17343, 6, 6, correct
17344, 9, 8, miss
17345, 1, 8, miss
17346, 6, 6, correct
17347, 1, 1, correct
17348, 1, 1, correct
17349, 2, 2, correct
17350, 4, 4, correct
17351, 6, 6, correct
17352, 1, 1, correct
17353, 3, 3, correct
17354, 1, 1, correct
17355, 8, 8, correct
17356, 1, 1, correct
17357, 9, 9, correct
17358, 4, 4, correct
17359, 3, 3, correct
17360, 9, 4, miss
17361, 5, 3, miss
17362, 5, 5, correct
17363, 4, 4, correct
17364, 3, 3, correct
17365, 7, 7, correct
17366, 9, 9, correct
17367, 9, 9, correct
17368, 4, 8, miss
17369, 0, 0, correct
17370, 8, 8, correct
17371, 2, 2, correct
17372, 5, 5, correct
17373, 8, 8, correct
17374, 9, 9, correct
17375, 0, 0, correct
17376, 7, 7, correct
17377, 1, 1, correct
17378, 9, 9, correct
17379, 4, 4, correct
17380, 3, 3, correct
17381, 6, 6, correct
17382, 8, 8, correct
17383, 9, 9, correct
17384, 3, 3, correct
17385, 9, 4, miss
17386, 2, 2, correct
17387, 7, 7, correct
17388, 4, 4, correct
17389, 0, 0, correct
17390, 8, 9, miss
17391, 9, 9, correct
17392, 3, 3, correct
17393, 7, 7, correct
17394, 7, 7, correct
17395, 5, 5, correct
17396, 0, 0, correct
17397, 2, 2, correct
17398, 5, 5, correct
17399, 2, 2, correct
17400, 2, 2, correct
17401, 8, 8, correct
17402, 2, 2, correct
17403, 0, 0, correct
17404, 5, 5, correct
17405, 4, 4, correct
17406, 7, 8, miss
17407, 3, 3, correct
17408, 2, 8, miss
17409, 4, 4, correct
17410, 3, 3, correct
17411, 0, 0, correct
17412, 1, 1, correct
17413, 2, 2, correct
17414, 1, 1, correct
17415, 1, 1, correct
17416, 8, 8, correct
17417, 1, 1, correct
17418, 2, 2, correct
17419, 4, 4, correct
17420, 7, 7, correct
17421, 3, 3, correct
17422, 6, 6, correct
17423, 2, 2, correct
17424, 4, 4, correct
17425, 9, 9, correct
17426, 3, 3, correct
17427, 7, 7, correct
17428, 3, 3, correct
17429, 6, 6, correct
17430, 1, 1, correct
17431, 5, 5, correct
17432, 2, 2, correct
17433, 5, 5, correct
17434, 1, 1, correct
17435, 5, 5, correct
17436, 6, 6, correct
17437, 8, 8, correct
17438, 2, 2, correct
17439, 2, 2, correct
17440, 2, 2, correct
17441, 1, 1, correct
17442, 5, 5, correct
17443, 6, 6, correct
17444, 3, 3, correct
17445, 9, 9, correct
17446, 1, 1, correct
17447, 7, 7, correct
17448, 8, 8, correct
17449, 0, 0, correct
17450, 6, 6, correct
17451, 7, 7, correct
17452, 4, 4, correct
17453, 6, 6, correct
17454, 0, 0, correct
17455, 3, 3, correct
17456, 8, 8, correct
17457, 6, 6, correct
17458, 1, 1, correct
17459, 6, 6, correct
17460, 4, 4, correct
17461, 7, 7, correct
17462, 6, 6, correct
17463, 7, 7, correct
17464, 3, 3, correct
17465, 4, 4, correct
17466, 1, 1, correct
17467, 7, 7, correct
17468, 4, 4, correct
17469, 4, 4, correct
17470, 6, 6, correct
17471, 6, 6, correct
17472, 9, 9, correct
17473, 3, 3, correct
17474, 7, 7, correct
17475, 9, 9, correct
17476, 3, 3, correct
17477, 8, 8, correct
17478, 1, 2, miss
17479, 5, 5, correct
17480, 4, 4, correct
17481, 5, 5, correct
17482, 4, 4, correct
17483, 0, 0, correct
17484, 0, 0, correct
17485, 9, 9, correct
17486, 7, 7, correct
17487, 7, 7, correct
17488, 5, 5, correct
17489, 7, 7, correct
17490, 4, 4, correct
17491, 5, 5, correct
17492, 4, 4, correct
17493, 7, 7, correct
17494, 9, 9, correct
17495, 7, 7, correct
17496, 1, 1, correct
17497, 8, 8, correct
17498, 9, 9, correct
17499, 9, 9, correct
17500, 5, 5, correct
17501, 7, 7, correct
17502, 1, 1, correct
17503, 2, 2, correct
17504, 0, 0, correct
17505, 6, 6, correct
17506, 9, 9, correct
17507, 6, 6, correct
17508, 5, 5, correct
17509, 9, 9, correct
17510, 0, 0, correct
17511, 4, 4, correct
17512, 8, 8, correct
17513, 0, 0, correct
17514, 5, 5, correct
17515, 9, 9, correct
17516, 3, 3, correct
17517, 3, 3, correct
17518, 8, 8, correct
17519, 7, 7, correct
17520, 0, 0, correct
17521, 7, 7, correct
17522, 0, 2, miss
17523, 5, 5, correct
17524, 4, 4, correct
17525, 3, 5, miss
17526, 5, 5, correct
17527, 7, 7, correct
17528, 0, 0, correct
17529, 3, 3, correct
17530, 4, 4, correct
17531, 8, 3, miss
17532, 1, 1, correct
17533, 0, 0, correct
17534, 0, 0, correct
17535, 9, 9, correct
17536, 9, 9, correct
17537, 6, 6, correct
17538, 4, 4, correct
17539, 4, 4, correct
17540, 5, 5, correct
17541, 1, 1, correct
17542, 0, 0, correct
17543, 0, 0, correct
17544, 9, 9, correct
17545, 9, 9, correct
17546, 7, 7, correct
17547, 4, 4, correct
17548, 7, 7, correct
17549, 2, 2, correct
17550, 1, 1, correct
17551, 8, 3, miss
17552, 9, 4, miss
17553, 4, 4, correct
17554, 4, 4, correct
17555, 5, 5, correct
17556, 6, 6, correct
17557, 6, 6, correct
17558, 2, 2, correct
17559, 1, 1, correct
17560, 1, 1, correct
17561, 4, 4, correct
17562, 2, 2, correct
17563, 1, 1, correct
17564, 8, 8, correct
17565, 7, 7, correct
17566, 1, 1, correct
17567, 9, 7, miss
17568, 8, 8, correct
17569, 3, 3, correct
17570, 5, 5, correct
17571, 8, 8, correct
17572, 0, 0, correct
17573, 0, 0, correct
17574, 5, 5, correct
17575, 1, 1, correct
17576, 2, 2, correct
17577, 9, 9, correct
17578, 4, 4, correct
17579, 0, 0, correct
17580, 0, 0, correct
17581, 8, 8, correct
17582, 7, 9, miss
17583, 6, 6, correct
17584, 6, 6, correct
17585, 1, 1, correct
17586, 9, 9, correct
17587, 7, 7, correct
17588, 2, 2, correct
17589, 8, 5, miss
17590, 7, 7, correct
17591, 8, 8, correct
17592, 2, 2, correct
17593, 4, 9, miss
17594, 1, 1, correct
17595, 5, 5, correct
17596, 2, 2, correct
17597, 8, 8, correct
17598, 8, 8, correct
17599, 9, 9, correct
17600, 8, 9, miss
17601, 3, 3, correct
17602, 8, 8, correct
17603, 1, 5, miss
17604, 3, 3, correct
17605, 3, 3, correct
17606, 6, 6, correct
17607, 8, 8, correct
17608, 3, 3, correct
17609, 2, 2, correct
17610, 5, 5, correct
17611, 1, 1, correct
17612, 4, 4, correct
17613, 9, 9, correct
17614, 6, 6, correct
17615, 7, 7, correct
17616, 8, 8, correct
17617, 4, 4, correct
17618, 3, 3, correct
17619, 1, 1, correct
17620, 8, 8, correct
17621, 1, 9, miss
17622, 3, 3, correct
17623, 4, 4, correct
17624, 5, 5, correct
17625, 6, 6, correct
17626, 3, 3, correct
17627, 1, 1, correct
17628, 9, 9, correct
17629, 2, 2, correct
17630, 6, 2, miss
17631, 5, 5, correct
17632, 1, 1, correct
17633, 4, 4, correct
17634, 7, 7, correct
17635, 5, 3, miss
17636, 0, 0, correct
17637, 0, 0, correct
17638, 6, 4, miss
17639, 1, 1, correct
17640, 0, 0, correct
17641, 7, 7, correct
17642, 7, 7, correct
17643, 3, 3, correct
17644, 8, 8, correct
17645, 7, 7, correct
17646, 4, 4, correct
17647, 7, 7, correct
17648, 7, 7, correct
17649, 0, 0, correct
17650, 0, 0, correct
17651, 8, 8, correct
17652, 1, 1, correct
17653, 3, 3, correct
17654, 7, 7, correct
17655, 1, 2, miss
17656, 1, 1, correct
17657, 4, 4, correct
17658, 7, 7, correct
17659, 7, 7, correct
17660, 1, 1, correct
17661, 6, 6, correct
17662, 8, 8, correct
17663, 2, 2, correct
17664, 9, 9, correct
17665, 0, 0, correct
17666, 0, 0, correct
17667, 3, 3, correct
17668, 1, 1, correct
17669, 7, 7, correct
17670, 6, 6, correct
17671, 6, 6, correct
17672, 3, 3, correct
17673, 6, 6, correct
17674, 1, 1, correct
17675, 4, 4, correct
17676, 8, 8, correct
17677, 9, 9, correct
17678, 9, 9, correct
17679, 9, 9, correct
17680, 3, 3, correct
17681, 6, 6, correct
17682, 2, 8, miss
17683, 8, 3, miss
17684, 8, 8, correct
17685, 8, 8, correct
17686, 2, 2, correct
17687, 8, 8, correct
17688, 9, 9, correct
17689, 3, 3, correct
17690, 8, 8, correct
17691, 3, 3, correct
17692, 7, 7, correct
17693, 0, 0, correct
17694, 0, 0, correct
17695, 4, 4, correct
17696, 0, 0, correct
17697, 7, 7, correct
17698, 7, 7, correct
17699, 4, 4, correct
17700, 8, 8, correct
17701, 9, 8, miss
17702, 2, 2, correct
17703, 8, 8, correct
17704, 3, 3, correct
17705, 3, 3, correct
17706, 1, 1, correct
17707, 8, 8, correct
17708, 5, 5, correct
17709, 1, 1, correct
17710, 1, 1, correct
17711, 5, 5, correct
17712, 1, 1, correct
17713, 9, 9, correct
17714, 3, 3, correct
17715, 3, 3, correct
17716, 1, 1, correct
17717, 4, 4, correct
17718, 7, 7, correct
17719, 1, 1, correct
17720, 4, 4, correct
17721, 7, 7, correct
17722, 3, 3, correct
17723, 5, 5, correct
17724, 1, 1, correct
17725, 6, 6, correct
17726, 4, 4, correct
17727, 5, 5, correct
17728, 3, 3, correct
17729, 8, 8, correct
17730, 2, 2, correct
17731, 8, 8, correct
17732, 8, 8, correct
17733, 0, 0, correct
17734, 5, 5, correct
17735, 6, 6, correct
17736, 0, 0, correct
17737, 6, 6, correct
17738, 0, 0, correct
17739, 0, 0, correct
17740, 3, 3, correct
17741, 6, 6, correct
17742, 2, 2, correct
17743, 2, 2, correct
17744, 6, 6, correct
17745, 8, 8, correct
17746, 1, 1, correct
17747, 7, 7, correct
17748, 1, 1, correct
17749, 5, 5, correct
17750, 3, 3, correct
17751, 4, 4, correct
17752, 6, 6, correct
17753, 2, 2, correct
17754, 7, 7, correct
17755, 6, 6, correct
17756, 8, 8, correct
17757, 1, 1, correct
17758, 2, 2, correct
17759, 4, 4, correct
17760, 2, 2, correct
17761, 2, 2, correct
17762, 3, 3, correct
17763, 5, 5, correct
17764, 6, 6, correct
17765, 7, 7, correct
17766, 5, 5, correct
17767, 9, 9, correct
17768, 4, 4, correct
17769, 4, 4, correct
17770, 6, 6, correct
17771, 2, 2, correct
17772, 7, 7, correct
17773, 8, 8, correct
17774, 5, 5, correct
17775, 1, 1, correct
17776, 7, 7, correct
17777, 1, 1, correct
17778, 6, 6, correct
17779, 2, 2, correct
17780, 1, 1, correct
17781, 1, 1, correct
17782, 2, 2, correct
17783, 2, 2, correct
17784, 8, 8, correct
17785, 4, 4, correct
17786, 0, 0, correct
